{'reward_ctrl': -0.19475688626170531, 'reward_dist': -0.11215734920258476}
{'reward_ctrl': -0.60566048677444406, 'reward_dist': -0.065867754807696854}
{'reward_ctrl': -0.62686494786390778, 'reward_dist': -0.036199066088161029}
{'reward_ctrl': -0.42987095191743613, 'reward_dist': -0.012810620005115398}
{'reward_ctrl': -0.73655620505224251, 'reward_dist': -0.049702822893835805}
{'reward_ctrl': -0.92577179043549895, 'reward_dist': -0.10748763823616571}
{'reward_ctrl': -0.70882431439511029, 'reward_dist': -0.17554675138097359}
{'reward_ctrl': -0.42458641098679628, 'reward_dist': -0.24726840167541358}
{'reward_ctrl': -1.109664485933181, 'reward_dist': -0.31064771205529307}
{'reward_ctrl': -0.48878042369765412, 'reward_dist': -0.35845091304349841}
{'reward_ctrl': -0.54905554262519396, 'reward_dist': -0.39052137371892531}
{'reward_ctrl': -0.98563508220680207, 'reward_dist': -0.41109006290695022}
{'reward_ctrl': -1.5809382556709899, 'reward_dist': -0.42146886890383167}
{'reward_ctrl': -0.59085870168964383, 'reward_dist': -0.42400014044933754}
{'reward_ctrl': -0.10756474110785311, 'reward_dist': -0.41466309832463294}
{'reward_ctrl': -0.25184554939297793, 'reward_dist': -0.38992147372356384}
{'reward_ctrl': -0.61802752743375744, 'reward_dist': -0.35330894916031852}
{'reward_ctrl': -1.431828086833927, 'reward_dist': -0.30321338116510854}
{'reward_ctrl': -0.67505124418091511, 'reward_dist': -0.24914388450714378}
{'reward_ctrl': -0.80496650859062691, 'reward_dist': -0.19989962356689298}
{'reward_ctrl': -0.55760972693108102, 'reward_dist': -0.14899271333576852}
{'reward_ctrl': -1.5898206195936562, 'reward_dist': -0.096288624825398503}
{'reward_ctrl': -0.62836695474678395, 'reward_dist': -0.051603726315182744}
{'reward_ctrl': -0.019931910106658624, 'reward_dist': -0.064498307576324201}
{'reward_ctrl': -0.06272556730711483, 'reward_dist': -0.11105286357076483}
{'reward_ctrl': -0.27300700276524875, 'reward_dist': -0.16063479199724892}
{'reward_ctrl': -0.84672978926588938, 'reward_dist': -0.20643766239472755}
{'reward_ctrl': -0.14710693549075088, 'reward_dist': -0.25492216728005973}
{'reward_ctrl': -1.2001193855600778, 'reward_dist': -0.30575310058369726}
{'reward_ctrl': -0.30278873099676767, 'reward_dist': -0.35268708286310446}
{'reward_ctrl': -1.6496908605552514, 'reward_dist': -0.38871156003623508}
{'reward_ctrl': -0.50278124011032876, 'reward_dist': -0.41048144241889528}
{'reward_ctrl': -0.38428122964785055, 'reward_dist': -0.4225128946439502}
{'reward_ctrl': -0.84043203084138685, 'reward_dist': -0.42840101897075678}
{'reward_ctrl': -0.56687476458514929, 'reward_dist': -0.42764102499546508}
{'reward_ctrl': -1.1646805424080529, 'reward_dist': -0.42174403708778041}
{'reward_ctrl': -0.72132880873347882, 'reward_dist': -0.41227392187151185}
{'reward_ctrl': -0.26239421390043333, 'reward_dist': -0.39982356337003971}
{'reward_ctrl': -0.65010280600350079, 'reward_dist': -0.3887284552324502}
{'reward_ctrl': -0.17919330150106572, 'reward_dist': -0.20739697819484981}
{'reward_ctrl': -1.1767352700361404, 'reward_dist': -0.20816695622403178}
{'reward_ctrl': -1.0593439542839407, 'reward_dist': -0.20546620822292547}
{'reward_ctrl': -0.88979127552486614, 'reward_dist': -0.20583257410530567}
{'reward_ctrl': -0.5743918267284045, 'reward_dist': -0.21590684200558266}
{'reward_ctrl': -0.2281459195470471, 'reward_dist': -0.22461531967508194}
{'reward_ctrl': -1.6716842637427911, 'reward_dist': -0.22662846915972881}
{'reward_ctrl': -0.46702819620764346, 'reward_dist': -0.21748600691546366}
{'reward_ctrl': -0.94804364651924233, 'reward_dist': -0.19563019054200881}
{'reward_ctrl': -1.0019949526846788, 'reward_dist': -0.17138868994798229}
{'reward_ctrl': -0.50638063031049618, 'reward_dist': -0.14559466822258491}
{'reward_ctrl': -0.80704227693374531, 'reward_dist': -0.11177084754148195}
{'reward_ctrl': -1.1105534649309632, 'reward_dist': -0.077690207725153948}
{'reward_ctrl': -0.57442049662591499, 'reward_dist': -0.042208526743353861}
{'reward_ctrl': -0.63698591996894205, 'reward_dist': -0.029932315793324119}
{'reward_ctrl': -0.1394540132876326, 'reward_dist': -0.073557252815919072}
{'reward_ctrl': -0.68095257209026028, 'reward_dist': -0.11348850864705397}
{'reward_ctrl': -0.61045680311082395, 'reward_dist': -0.14977149657611083}
{'reward_ctrl': -0.059164628742702348, 'reward_dist': -0.187153219746999}
{'reward_ctrl': -1.06040035924077, 'reward_dist': -0.22531949861600467}
{'reward_ctrl': -1.041397879641613, 'reward_dist': -0.26305076774241987}
{'reward_ctrl': -0.77707999192498645, 'reward_dist': -0.30219085905887938}
{'reward_ctrl': -0.46182258209590421, 'reward_dist': -0.33280476844728668}
{'reward_ctrl': -0.048481764007034994, 'reward_dist': -0.35435113640368554}
{'reward_ctrl': -0.33239317004669744, 'reward_dist': -0.36864706219533105}
{'reward_ctrl': -0.7295134175207052, 'reward_dist': -0.37278403987844916}
{'reward_ctrl': -0.19754450444139879, 'reward_dist': -0.36984246138097199}
{'reward_ctrl': -1.1463959627587919, 'reward_dist': -0.364247273574071}
{'reward_ctrl': -0.092347979878520614, 'reward_dist': -0.35788591012500315}
{'reward_ctrl': -1.3359739219855231, 'reward_dist': -0.34972302160125784}
{'reward_ctrl': -1.4005471801899314, 'reward_dist': -0.33953062826203373}
{'reward_ctrl': -0.0097318957659354114, 'reward_dist': -0.32747056933806684}
{'reward_ctrl': -0.43039651170759596, 'reward_dist': -0.31245062146074964}
{'reward_ctrl': -0.54192094106758504, 'reward_dist': -0.29778677319332975}
{'reward_ctrl': -0.82976623086578238, 'reward_dist': -0.28203514101346328}
{'reward_ctrl': -0.59469978689521552, 'reward_dist': -0.25713756235118385}
{'reward_ctrl': -0.46516725202199555, 'reward_dist': -0.21916985569786449}
{'reward_ctrl': -0.032266063056880803, 'reward_dist': -0.17679902604523193}
{'reward_ctrl': -1.3318412251686071, 'reward_dist': -0.13761286416012908}
{'reward_ctrl': -0.34264416695438715, 'reward_dist': -0.10784218669080824}
{'reward_ctrl': -0.57495227565343821, 'reward_dist': -0.088334018368374373}
{'reward_ctrl': -1.3184110977049892, 'reward_dist': -0.066695735584471158}
{'reward_ctrl': -1.34794007081031, 'reward_dist': -0.051334687595096337}
{'reward_ctrl': -1.0418898682025213, 'reward_dist': -0.040596699579377865}
{'reward_ctrl': -0.35165677461593764, 'reward_dist': -0.028349527424498418}
{'reward_ctrl': -0.44721140177309776, 'reward_dist': -0.01891737216585835}
{'reward_ctrl': -1.0117113319585984, 'reward_dist': -0.012734007915051379}
{'reward_ctrl': -0.61349249713194731, 'reward_dist': -0.031202736595569314}
{'reward_ctrl': -0.55513414072325062, 'reward_dist': -0.056441178753802494}
{'reward_ctrl': -1.0891178278297657, 'reward_dist': -0.080722713171011207}
{'reward_ctrl': -0.66797970960309605, 'reward_dist': -0.39031378606082978}
{'reward_ctrl': -0.0076589637536592977, 'reward_dist': -0.39326294722621452}
{'reward_ctrl': -0.17728495937917538, 'reward_dist': -0.39860775803568299}
{'reward_ctrl': -0.77021495100396342, 'reward_dist': -0.40397708644606251}
{'reward_ctrl': -0.76367907109669153, 'reward_dist': -0.41102139596421267}
{'reward_ctrl': -0.74533667576518348, 'reward_dist': -0.41831283461691238}
{'reward_ctrl': -0.36695156383442201, 'reward_dist': -0.42038482067153943}
{'reward_ctrl': -0.2203232650770022, 'reward_dist': -0.41844139963125571}
{'reward_ctrl': -0.15955615962435238, 'reward_dist': -0.41585966363328875}
{'reward_ctrl': -0.76221024649931357, 'reward_dist': -0.41241547365327519}
{'reward_ctrl': -0.80155295301483287, 'reward_dist': -0.40930019565735393}
{'reward_ctrl': -1.3574072146384437, 'reward_dist': -0.40877132616673961}
{'reward_ctrl': -0.73740843040235926, 'reward_dist': -0.41140567271571066}
{'reward_ctrl': -1.1347734997070213, 'reward_dist': -0.41470546622593424}
{'reward_ctrl': -0.94450711294434109, 'reward_dist': -0.41603500866447551}
{'reward_ctrl': -1.4223474640089537, 'reward_dist': -0.41613408334150126}
{'reward_ctrl': -0.65053415867440734, 'reward_dist': -0.41699677349444142}
{'reward_ctrl': -0.91538540918567013, 'reward_dist': -0.41671266827845793}
{'reward_ctrl': -0.94825500456917877, 'reward_dist': -0.41339902706973436}
{'reward_ctrl': -0.85646693655512462, 'reward_dist': -0.40583602572593491}
{'reward_ctrl': -0.8426620484327596, 'reward_dist': -0.39392509577494123}
{'reward_ctrl': -0.67257883634000093, 'reward_dist': -0.37985258203605732}
{'reward_ctrl': -0.44421266848388896, 'reward_dist': -0.36236940361925257}
{'reward_ctrl': -1.9385472726398412, 'reward_dist': -0.34047550651394265}
{'reward_ctrl': -0.7883341130312963, 'reward_dist': -0.3095936362369629}
{'reward_ctrl': -0.26698607203992697, 'reward_dist': -0.26878002033471077}
{'reward_ctrl': -0.026973724706119862, 'reward_dist': -0.22963090591596941}
{'reward_ctrl': -1.1263800243467741, 'reward_dist': -0.192397089317734}
{'reward_ctrl': -1.2648599671296237, 'reward_dist': -0.152252559299031}
{'reward_ctrl': -0.46174121144310021, 'reward_dist': -0.11823170285397629}
{'reward_ctrl': -1.4239779231992673, 'reward_dist': -0.091676278394533572}
{'reward_ctrl': -0.76094300141146887, 'reward_dist': -0.071520885614941118}
{'reward_ctrl': -0.040847144711060518, 'reward_dist': -0.07372495273135761}
{'reward_ctrl': -0.94262668080569223, 'reward_dist': -0.090072227831098722}
{'reward_ctrl': -1.0113736238338054, 'reward_dist': -0.1134279464147861}
{'reward_ctrl': -1.4998997962347689, 'reward_dist': -0.13851315753044632}
{'reward_ctrl': -0.554873802860398, 'reward_dist': -0.15794977611529717}
{'reward_ctrl': -0.99250529799216991, 'reward_dist': -0.17740685861464026}
{'reward_ctrl': -0.79349061854295555, 'reward_dist': -0.20492231669502195}
{'reward_ctrl': -0.57604194045451329, 'reward_dist': -0.23868346812869121}
{'reward_ctrl': -0.97598523819305849, 'reward_dist': -0.27217427802490712}
{'reward_ctrl': -0.33837912856734331, 'reward_dist': -0.29798230460610997}
{'reward_ctrl': -0.31473673702386396, 'reward_dist': -0.31520399402988619}
{'reward_ctrl': -0.14131672790422325, 'reward_dist': -0.32881310693871479}
{'reward_ctrl': -0.6957125873153448, 'reward_dist': -0.34143516920582995}
{'reward_ctrl': -0.99030963227227709, 'reward_dist': -0.34908438733011682}
{'reward_ctrl': -0.99528002367853641, 'reward_dist': -0.34887969311478201}
{'reward_ctrl': -0.36866259636808085, 'reward_dist': -0.3429748554510022}
{'reward_ctrl': -0.19729721800306277, 'reward_dist': -0.33053248972698374}
{'reward_ctrl': -0.082800020218398995, 'reward_dist': -0.31391697426867898}
{'reward_ctrl': -0.39046293306305935, 'reward_dist': -0.18884220234859245}
{'reward_ctrl': -0.25110471069656637, 'reward_dist': -0.19064313036783909}
{'reward_ctrl': -0.19952219930447801, 'reward_dist': -0.19363743980715706}
{'reward_ctrl': -0.46034146493830963, 'reward_dist': -0.19596282122766345}
{'reward_ctrl': -0.49138145167048725, 'reward_dist': -0.19737509336336723}
{'reward_ctrl': -0.2365147855522374, 'reward_dist': -0.19508511340486198}
{'reward_ctrl': -1.3921912313251621, 'reward_dist': -0.18814009162986484}
{'reward_ctrl': -1.1103763512663656, 'reward_dist': -0.17402540349802495}
{'reward_ctrl': -0.21056472884422403, 'reward_dist': -0.14959111966477287}
{'reward_ctrl': -0.65555398444531598, 'reward_dist': -0.12179035322031009}
{'reward_ctrl': -1.2719930747749471, 'reward_dist': -0.099525446690955005}
{'reward_ctrl': -0.12833291283963655, 'reward_dist': -0.081051912427124895}
{'reward_ctrl': -0.58744900913360043, 'reward_dist': -0.071690821466896704}
{'reward_ctrl': -0.98308140729281401, 'reward_dist': -0.074145495648407625}
{'reward_ctrl': -0.47086435868570992, 'reward_dist': -0.081555042322480578}
{'reward_ctrl': -0.95578109162778124, 'reward_dist': -0.088755638080676671}
{'reward_ctrl': -1.4964542991262859, 'reward_dist': -0.091826825192220074}
{'reward_ctrl': -0.68402291684692795, 'reward_dist': -0.092150869817298975}
{'reward_ctrl': -0.2954517161833517, 'reward_dist': -0.088804132248815518}
{'reward_ctrl': -0.96032661543152265, 'reward_dist': -0.087384375522551239}
{'reward_ctrl': -0.80415657509456417, 'reward_dist': -0.089293817469234885}
{'reward_ctrl': -0.23052787311652359, 'reward_dist': -0.090761175851795758}
{'reward_ctrl': -1.0609612885772861, 'reward_dist': -0.092923637139116985}
{'reward_ctrl': -0.32004897758510176, 'reward_dist': -0.098654797236659139}
{'reward_ctrl': -0.98444811151478806, 'reward_dist': -0.10599874853744345}
{'reward_ctrl': -1.7142181198341069, 'reward_dist': -0.10962349885848882}
{'reward_ctrl': -0.99586086126240381, 'reward_dist': -0.10758300372308764}
{'reward_ctrl': -1.265598306020417, 'reward_dist': -0.10105954915635988}
{'reward_ctrl': -0.48979618399883829, 'reward_dist': -0.092152448819161251}
{'reward_ctrl': -0.59722987420062168, 'reward_dist': -0.087876366556611255}
{'reward_ctrl': -0.1072103759620637, 'reward_dist': -0.086977266822629115}
{'reward_ctrl': -0.13144955361635471, 'reward_dist': -0.085667530148151053}
{'reward_ctrl': -0.46469167722196003, 'reward_dist': -0.083705691888894651}
{'reward_ctrl': -0.55364807123384607, 'reward_dist': -0.080023777036332663}
{'reward_ctrl': -0.55377587956759655, 'reward_dist': -0.075843770668252708}
{'reward_ctrl': -0.034718271141888565, 'reward_dist': -0.071613417226183362}
{'reward_ctrl': -0.5585626587418373, 'reward_dist': -0.065714778242902283}
{'reward_ctrl': -1.0273873016931163, 'reward_dist': -0.061881556720006559}
{'reward_ctrl': -0.037263571078425178, 'reward_dist': -0.063530558009076976}
{'reward_ctrl': -0.55711542445872886, 'reward_dist': -0.064855673880037282}
{'reward_ctrl': -0.53557674606199557, 'reward_dist': -0.060516673504736253}
{'reward_ctrl': -0.5142541737108095, 'reward_dist': -0.057177760049614841}
{'reward_ctrl': -0.39783046048412962, 'reward_dist': -0.056969177135453603}
{'reward_ctrl': -1.0444854204098935, 'reward_dist': -0.055971055204513599}
{'reward_ctrl': -0.2407748737261392, 'reward_dist': -0.058046199542661527}
{'reward_ctrl': -0.33407266838321814, 'reward_dist': -0.063736452422346934}
{'reward_ctrl': -0.90121121139131155, 'reward_dist': -0.068467760528432994}
{'reward_ctrl': -0.43019050319335034, 'reward_dist': -0.073011691904023054}
{'reward_ctrl': -0.26183408677836695, 'reward_dist': -0.078838055833986939}
{'reward_ctrl': -0.44952836019232828, 'reward_dist': -0.083374354000634324}
{'reward_ctrl': -0.31223255829303054, 'reward_dist': -0.15434682220509738}
{'reward_ctrl': -0.057159921210118744, 'reward_dist': -0.14996385997489639}
{'reward_ctrl': -1.0315823232503645, 'reward_dist': -0.14318341266357271}
{'reward_ctrl': -1.1024882256587158, 'reward_dist': -0.14660886445725749}
{'reward_ctrl': -0.11294339767428382, 'reward_dist': -0.16479646678750501}
{'reward_ctrl': -1.2311536119995328, 'reward_dist': -0.18645089115356767}
{'reward_ctrl': -0.6769548474597239, 'reward_dist': -0.19659533126318457}
{'reward_ctrl': -0.26480968231064062, 'reward_dist': -0.19263323231367335}
{'reward_ctrl': -0.52318835168502964, 'reward_dist': -0.18675713201812433}
{'reward_ctrl': -0.41114058167199974, 'reward_dist': -0.18911376240933367}
{'reward_ctrl': -0.21965857825232693, 'reward_dist': -0.19099519401456336}
{'reward_ctrl': -0.90326668546078481, 'reward_dist': -0.19014936339473157}
{'reward_ctrl': -0.69985599377605501, 'reward_dist': -0.18456065304317945}
{'reward_ctrl': -1.0711009314678728, 'reward_dist': -0.17710742113815539}
{'reward_ctrl': -0.15524953641405292, 'reward_dist': -0.17583507504920742}
{'reward_ctrl': -0.96498302548738502, 'reward_dist': -0.17673777625323953}
{'reward_ctrl': -0.88523247840596042, 'reward_dist': -0.17514452867472885}
{'reward_ctrl': -0.91286530243218111, 'reward_dist': -0.1756964042681689}
{'reward_ctrl': -0.55273009454001287, 'reward_dist': -0.17517788683952276}
{'reward_ctrl': -0.54951248108702677, 'reward_dist': -0.16937673178611656}
{'reward_ctrl': -0.40776525366570765, 'reward_dist': -0.15916628811988678}
{'reward_ctrl': -0.83022197791472341, 'reward_dist': -0.14804024948972783}
{'reward_ctrl': -0.14128253787643963, 'reward_dist': -0.13503245496796124}
{'reward_ctrl': -0.32398621231044689, 'reward_dist': -0.11826780170542046}
{'reward_ctrl': -0.49876978104085629, 'reward_dist': -0.10375051058244575}
{'reward_ctrl': -1.11066794286235, 'reward_dist': -0.094082235301478093}
{'reward_ctrl': -0.60146878422594874, 'reward_dist': -0.096625910371361021}
{'reward_ctrl': -1.8419230152305519, 'reward_dist': -0.10722826971971783}
{'reward_ctrl': -0.17480717883505131, 'reward_dist': -0.10866792249456539}
{'reward_ctrl': -0.45070956915720117, 'reward_dist': -0.099718160338633538}
{'reward_ctrl': -0.34157816690971055, 'reward_dist': -0.085725856519433125}
{'reward_ctrl': -0.35331950402522161, 'reward_dist': -0.06584169638239043}
{'reward_ctrl': -0.9065363962350238, 'reward_dist': -0.048746797049429053}
{'reward_ctrl': -0.053933997590527069, 'reward_dist': -0.041918731534970714}
{'reward_ctrl': -0.83148024444546698, 'reward_dist': -0.040018678039157034}
{'reward_ctrl': -0.71115009125597528, 'reward_dist': -0.043385284775416595}
{'reward_ctrl': -1.0333071139105605, 'reward_dist': -0.048295527427401119}
{'reward_ctrl': -0.99646244778492199, 'reward_dist': -0.048790314037389475}
{'reward_ctrl': -0.37827055810918597, 'reward_dist': -0.045250835769087644}
{'reward_ctrl': -1.4144114959460079, 'reward_dist': -0.040076905188749005}
{'reward_ctrl': -1.6156203878997204, 'reward_dist': -0.048551723036166602}
{'reward_ctrl': -0.18820256263474311, 'reward_dist': -0.066658334209023506}
{'reward_ctrl': -0.55788007738990197, 'reward_dist': -0.083173558060431071}
{'reward_ctrl': -0.60021480167593322, 'reward_dist': -0.10211017512833039}
{'reward_ctrl': -0.076066311403542558, 'reward_dist': -0.12140534805168691}
{'reward_ctrl': -0.86035883261873913, 'reward_dist': -0.13825313578677642}
{'reward_ctrl': -1.7261741139106839, 'reward_dist': -0.15887653871845531}
{'reward_ctrl': -0.090380180643460234, 'reward_dist': -0.18537980239152432}
{'reward_ctrl': -0.61419977148580573, 'reward_dist': -0.20912713482603998}
{'reward_ctrl': -1.4867434602984422, 'reward_dist': -0.22185791561396187}
{'reward_ctrl': -0.89745068024513508, 'reward_dist': -0.26316987109792128}
{'reward_ctrl': -0.17898845395762875, 'reward_dist': -0.26265490147438697}
{'reward_ctrl': -0.095224574492429964, 'reward_dist': -0.26129324042464636}
{'reward_ctrl': -0.088246860059620486, 'reward_dist': -0.2596204619216157}
{'reward_ctrl': -0.80063082558871701, 'reward_dist': -0.25808131918676164}
{'reward_ctrl': -0.79931408816219218, 'reward_dist': -0.25757664514200695}
{'reward_ctrl': -0.82115095117703951, 'reward_dist': -0.25811528877603024}
{'reward_ctrl': -1.1720152055967934, 'reward_dist': -0.25975342690736991}
{'reward_ctrl': -0.26126453633266233, 'reward_dist': -0.26259001529934195}
{'reward_ctrl': -0.55698203400051471, 'reward_dist': -0.265309090356317}
{'reward_ctrl': -0.075894372294981097, 'reward_dist': -0.26695625201769496}
{'reward_ctrl': -1.8227372417110375, 'reward_dist': -0.26803624588440494}
{'reward_ctrl': -1.1729689622363959, 'reward_dist': -0.26859496128102062}
{'reward_ctrl': -0.8451006068540291, 'reward_dist': -0.26899038487209131}
{'reward_ctrl': -1.4887858950950594, 'reward_dist': -0.26921149400029459}
{'reward_ctrl': -0.18304341840573576, 'reward_dist': -0.26929176852514841}
{'reward_ctrl': -0.74899398201910561, 'reward_dist': -0.26892834039014052}
{'reward_ctrl': -0.54457095440742731, 'reward_dist': -0.26787073718991261}
{'reward_ctrl': -0.45244102860003788, 'reward_dist': -0.26636077560619975}
{'reward_ctrl': -0.57233126465159601, 'reward_dist': -0.26555263953913782}
{'reward_ctrl': -0.80634362038151752, 'reward_dist': -0.26586809782442289}
{'reward_ctrl': -1.709255682643064, 'reward_dist': -0.26595003662684541}
{'reward_ctrl': -0.27567334587380199, 'reward_dist': -0.26633394093273643}
{'reward_ctrl': -1.1787381547959046, 'reward_dist': -0.26762898083447034}
{'reward_ctrl': -0.18997723089996801, 'reward_dist': -0.26813005259450434}
{'reward_ctrl': -1.221119873337682, 'reward_dist': -0.26833067714939507}
{'reward_ctrl': -0.78627368782745932, 'reward_dist': -0.26833979431852134}
{'reward_ctrl': -0.80858376704994739, 'reward_dist': -0.26782336321534927}
{'reward_ctrl': -0.82980822788143782, 'reward_dist': -0.26719972885181265}
{'reward_ctrl': -0.22564865262953232, 'reward_dist': -0.26665569316948751}
{'reward_ctrl': -0.010734127121409743, 'reward_dist': -0.26570146270685757}
{'reward_ctrl': -0.1843724883605502, 'reward_dist': -0.26408249904354569}
{'reward_ctrl': -0.83764274542594874, 'reward_dist': -0.26148367731068761}
{'reward_ctrl': -0.89296318395132013, 'reward_dist': -0.25796527174370953}
{'reward_ctrl': -0.41199178721128699, 'reward_dist': -0.25253842281192462}
{'reward_ctrl': -0.13179815236808118, 'reward_dist': -0.24572123257377051}
{'reward_ctrl': -1.0428627529473204, 'reward_dist': -0.23931080763979548}
{'reward_ctrl': -0.22085211601593874, 'reward_dist': -0.23261253720331312}
{'reward_ctrl': -0.019440958584144685, 'reward_dist': -0.2261376781114125}
{'reward_ctrl': -1.1301731288897576, 'reward_dist': -0.21980043342505085}
{'reward_ctrl': -0.14180049909931861, 'reward_dist': -0.20993515457386905}
{'reward_ctrl': -0.36389469006394232, 'reward_dist': -0.19429310167186037}
{'reward_ctrl': -0.24549238301524792, 'reward_dist': -0.1750764107092474}
{'reward_ctrl': -0.67398502860853471, 'reward_dist': -0.15318039900503599}
{'reward_ctrl': -1.4741888617806502, 'reward_dist': -0.12630956448149189}
{'reward_ctrl': -0.94302075651230632, 'reward_dist': -0.093743834699132847}
{'reward_ctrl': -0.29777184464189693, 'reward_dist': -0.066484151393329458}
{'reward_ctrl': -0.92274597876384212, 'reward_dist': -0.050785870831981418}
{'reward_ctrl': -0.14417817711705125, 'reward_dist': -0.049469564562475331}
{'reward_ctrl': -0.42307154097216465, 'reward_dist': -0.05070909923928793}
{'reward_ctrl': -0.50678760365987763, 'reward_dist': -0.12226956251924592}
{'reward_ctrl': -0.14163200175490592, 'reward_dist': -0.12376983145520859}
{'reward_ctrl': -0.58886989500315778, 'reward_dist': -0.12759840549664653}
{'reward_ctrl': -0.65812675068462845, 'reward_dist': -0.13058485921229851}
{'reward_ctrl': -0.67483065619649441, 'reward_dist': -0.13378864146583647}
{'reward_ctrl': -0.50193603359759364, 'reward_dist': -0.14199620829892085}
{'reward_ctrl': -0.68591547188097302, 'reward_dist': -0.1555468599278364}
{'reward_ctrl': -1.1837350453300044, 'reward_dist': -0.17085748265948494}
{'reward_ctrl': -0.17735456254482107, 'reward_dist': -0.1884326210895248}
{'reward_ctrl': -0.26406762076092405, 'reward_dist': -0.20996182779438369}
{'reward_ctrl': -0.79713556221496074, 'reward_dist': -0.23065419031176221}
{'reward_ctrl': -1.4393093151902956, 'reward_dist': -0.24876687979718248}
{'reward_ctrl': -0.02753249351963203, 'reward_dist': -0.2681546389273608}
{'reward_ctrl': -0.18239954388101889, 'reward_dist': -0.28624378268437378}
{'reward_ctrl': -0.7783189208580894, 'reward_dist': -0.29782874570381296}
{'reward_ctrl': -0.2818561734183519, 'reward_dist': -0.30390828834319128}
{'reward_ctrl': -0.4898358540501756, 'reward_dist': -0.30378211828216711}
{'reward_ctrl': -0.98296234249400172, 'reward_dist': -0.29730849104595497}
{'reward_ctrl': -0.86242405608607153, 'reward_dist': -0.28473936969574554}
{'reward_ctrl': -0.68836210134057096, 'reward_dist': -0.26384336344205062}
{'reward_ctrl': -1.1383719002696666, 'reward_dist': -0.23681131414624104}
{'reward_ctrl': -0.12322685623729999, 'reward_dist': -0.20878707508746325}
{'reward_ctrl': -1.2162059239376404, 'reward_dist': -0.1801142902940856}
{'reward_ctrl': -0.74429857195481053, 'reward_dist': -0.14786848726855617}
{'reward_ctrl': -1.0174375122699266, 'reward_dist': -0.11548677719939425}
{'reward_ctrl': -1.0394670199215543, 'reward_dist': -0.087173255189485266}
{'reward_ctrl': -0.24839234164513366, 'reward_dist': -0.067889333877258096}
{'reward_ctrl': -0.69107708079603791, 'reward_dist': -0.06512094019269743}
{'reward_ctrl': -1.6229099021915343, 'reward_dist': -0.07955280668970309}
{'reward_ctrl': -0.30789019339545493, 'reward_dist': -0.096998621204379021}
{'reward_ctrl': -0.47905321432954401, 'reward_dist': -0.092611888645604351}
{'reward_ctrl': -0.26252322556739222, 'reward_dist': -0.083570459762955962}
{'reward_ctrl': -0.024402694628628999, 'reward_dist': -0.076590970765191752}
{'reward_ctrl': -1.2713090483865019, 'reward_dist': -0.074790760598358513}
{'reward_ctrl': -0.31082081883576673, 'reward_dist': -0.079725803682228993}
{'reward_ctrl': -0.71458604485063182, 'reward_dist': -0.088287169063706122}
{'reward_ctrl': -0.68037033597552166, 'reward_dist': -0.093578227986965024}
{'reward_ctrl': -0.22786700001129204, 'reward_dist': -0.096429507534945197}
{'reward_ctrl': -0.99885699526427141, 'reward_dist': -0.098828213341145346}
{'reward_ctrl': -0.30846397301401401, 'reward_dist': -0.10149621801394963}
{'reward_ctrl': -0.57301804820718194, 'reward_dist': -0.10819090098495605}
{'reward_ctrl': -0.86681178426155026, 'reward_dist': -0.11618598931266737}
{'reward_ctrl': -0.58943182856454734, 'reward_dist': -0.12018062486696986}
{'reward_ctrl': -0.85637687143201369, 'reward_dist': -0.11961942675642664}
{'reward_ctrl': -0.22558735703359306, 'reward_dist': -0.12128749341192577}
{'reward_ctrl': -0.78628637632303955, 'reward_dist': -0.12621412259904433}
{'reward_ctrl': -0.43074489512994507, 'reward_dist': -0.13345361292315791}
{'reward_ctrl': -0.39395379042642031, 'reward_dist': -0.14136763229674529}
{'reward_ctrl': -0.40484482933419114, 'reward_dist': -0.1444428251576976}
{'reward_ctrl': -0.2305318836690928, 'reward_dist': -0.14425881725939527}
{'reward_ctrl': -1.0360981829262408, 'reward_dist': -0.39242217362298604}
{'reward_ctrl': -0.89629850648878995, 'reward_dist': -0.395433929241013}
{'reward_ctrl': -0.89987118188545456, 'reward_dist': -0.39857611429061429}
{'reward_ctrl': -0.91308303472165675, 'reward_dist': -0.40037554649883006}
{'reward_ctrl': -1.1454833819220838, 'reward_dist': -0.40027025476131395}
{'reward_ctrl': -0.3278690443420279, 'reward_dist': -0.39573728150805998}
{'reward_ctrl': -1.18471997124652, 'reward_dist': -0.38959395380606399}
{'reward_ctrl': -0.86452180873081585, 'reward_dist': -0.38478915840459221}
{'reward_ctrl': -0.63163044275958935, 'reward_dist': -0.38029088166733593}
{'reward_ctrl': -0.42801539147966167, 'reward_dist': -0.37220045036575511}
{'reward_ctrl': -1.0529817780686941, 'reward_dist': -0.35711071733338107}
{'reward_ctrl': -0.70862252014525251, 'reward_dist': -0.33501601641565137}
{'reward_ctrl': -0.68518730103105197, 'reward_dist': -0.30942796262838412}
{'reward_ctrl': -0.77521785918457209, 'reward_dist': -0.27922582914558608}
{'reward_ctrl': -1.3632011294491051, 'reward_dist': -0.23821014092219753}
{'reward_ctrl': -1.6762513012971385, 'reward_dist': -0.18297335309308646}
{'reward_ctrl': -1.0528744769943663, 'reward_dist': -0.12344784682661393}
{'reward_ctrl': -0.74840035232287028, 'reward_dist': -0.075512073997270251}
{'reward_ctrl': -0.19895375960287306, 'reward_dist': -0.039519235899738728}
{'reward_ctrl': -0.74908657522018862, 'reward_dist': -0.019461144372985722}
