{'reward_dist': -0.3329504489643752, 'reward_ctrl': -0.19475688626170531}
{'reward_dist': -0.10222628008678827, 'reward_ctrl': -0.49876978104085629}
{'reward_dist': -0.10591553720072483, 'reward_ctrl': -1.11066794286235}
{'reward_dist': -0.10514838288678398, 'reward_ctrl': -0.60146878422594874}
{'reward_dist': -0.10084714123176122, 'reward_ctrl': -1.8419230152305519}
{'reward_dist': -0.099043091594035362, 'reward_ctrl': -0.17480717883505131}
{'reward_dist': -0.1011544467557248, 'reward_ctrl': -0.45070956915720117}
{'reward_dist': -0.10627412002214875, 'reward_ctrl': -0.34157816690971055}
{'reward_dist': -0.11480243305301527, 'reward_ctrl': -0.35331950402522161}
{'reward_dist': -0.12256893547507285, 'reward_ctrl': -0.9065363962350238}
{'reward_dist': -0.12432415865216614, 'reward_ctrl': -0.053933997590527069}
{'reward_dist': -0.12252942917213037, 'reward_ctrl': -0.83148024444546698}
{'reward_dist': -0.11738105100557307, 'reward_ctrl': -0.71115009125597528}
{'reward_dist': -0.11064115182369054, 'reward_ctrl': -1.0333071139105605}
{'reward_dist': -0.10393911754662158, 'reward_ctrl': -0.99646244778492199}
{'reward_dist': -0.096689816482340457, 'reward_ctrl': -0.37827055810918597}
{'reward_dist': -0.091532065898715834, 'reward_ctrl': -1.4144114959460079}
{'reward_dist': -0.079097815076370329, 'reward_ctrl': -1.6156203878997204}
{'reward_dist': -0.060338119424786313, 'reward_ctrl': -0.18820256263474311}
{'reward_dist': -0.044001526758521599, 'reward_ctrl': -0.55788007738990197}
{'reward_dist': -0.025576759350287435, 'reward_ctrl': -0.60021480167593322}
{'reward_dist': -0.008161817220097697, 'reward_ctrl': -0.076066311403542558}
{'reward_dist': -0.011592161636427633, 'reward_ctrl': -0.86035883261873913}
{'reward_dist': -0.031374405797091685, 'reward_ctrl': -1.7261741139106839}
{'reward_dist': -0.059429193348601674, 'reward_ctrl': -0.090380180643460234}
{'reward_dist': -0.08848210736995199, 'reward_ctrl': -0.61419977148580573}
{'reward_dist': -0.11089011674330437, 'reward_ctrl': -1.4867434602984422}
{'reward_dist': -0.23352410430755791, 'reward_ctrl': -0.89745068024513508}
{'reward_dist': -0.23322087304272274, 'reward_ctrl': -0.17898845395762875}
{'reward_dist': -0.2323862649169203, 'reward_ctrl': -0.095224574492429964}
{'reward_dist': -0.23132022493101928, 'reward_ctrl': -0.088246860059620486}
{'reward_dist': -0.23027334058634102, 'reward_ctrl': -0.80063082558871701}
{'reward_dist': -0.2296746522279586, 'reward_ctrl': -0.79931408816219218}
{'reward_dist': -0.22976053090252604, 'reward_ctrl': -0.82115095117703951}
{'reward_dist': -0.23067307114012198, 'reward_ctrl': -1.1720152055967934}
{'reward_dist': -0.23251677439918272, 'reward_ctrl': -0.26126453633266233}
{'reward_dist': -0.23454068388562729, 'reward_ctrl': -0.55698203400051471}
{'reward_dist': -0.23578705715650886, 'reward_ctrl': -0.075894372294981097}
{'reward_dist': -0.23657961706598249, 'reward_ctrl': -1.8227372417110375}
{'reward_dist': -0.23699318752101306, 'reward_ctrl': -1.1729689622363959}
{'reward_dist': -0.23731445947202895, 'reward_ctrl': -0.8451006068540291}
{'reward_dist': -0.23752067123168197, 'reward_ctrl': -1.4887858950950594}
{'reward_dist': -0.23768418143166928, 'reward_ctrl': -0.18304341840573576}
{'reward_dist': -0.23769724620557045, 'reward_ctrl': -0.74899398201910561}
{'reward_dist': -0.23730370173335444, 'reward_ctrl': -0.54457095440742731}
{'reward_dist': -0.23659694961493244, 'reward_ctrl': -0.45244102860003788}
{'reward_dist': -0.2362766189126449, 'reward_ctrl': -0.57233126465159601}
{'reward_dist': -0.23648130346572985, 'reward_ctrl': -0.80634362038151752}
{'reward_dist': -0.23654754039892678, 'reward_ctrl': -1.709255682643064}
{'reward_dist': -0.23676043537453351, 'reward_ctrl': -0.27567334587380199}
{'reward_dist': -0.23721575725078997, 'reward_ctrl': -1.1787381547959046}
{'reward_dist': -0.23718967274294059, 'reward_ctrl': -0.18997723089996801}
{'reward_dist': -0.23720780265738126, 'reward_ctrl': -1.221119873337682}
{'reward_dist': -0.2373269624556697, 'reward_ctrl': -0.78627368782745932}
{'reward_dist': -0.23719246683788628, 'reward_ctrl': -0.80858376704994739}
{'reward_dist': -0.23698750119545747, 'reward_ctrl': -0.82980822788143782}
{'reward_dist': -0.23689292076170593, 'reward_ctrl': -0.22564865262953232}
{'reward_dist': -0.23644085417985877, 'reward_ctrl': -0.010734127121409743}
{'reward_dist': -0.23551158148175699, 'reward_ctrl': -0.1843724883605502}
{'reward_dist': -0.23393961437526822, 'reward_ctrl': -0.83764274542594874}
{'reward_dist': -0.23156081587313537, 'reward_ctrl': -0.89296318395132013}
{'reward_dist': -0.22729289251338175, 'reward_ctrl': -0.41199178721128699}
{'reward_dist': -0.22143193030542094, 'reward_ctrl': -0.13179815236808118}
{'reward_dist': -0.21534033932320576, 'reward_ctrl': -1.0428627529473204}
{'reward_dist': -0.20907318118876694, 'reward_ctrl': -0.22085211601593874}
{'reward_dist': -0.20307884322776767, 'reward_ctrl': -0.019440958584144685}
{'reward_dist': -0.19685500331521966, 'reward_ctrl': -1.1301731288897576}
{'reward_dist': -0.18774432196966487, 'reward_ctrl': -0.14180049909931861}
{'reward_dist': -0.17372510273590189, 'reward_ctrl': -0.36389469006394232}
{'reward_dist': -0.15670023851086648, 'reward_ctrl': -0.24549238301524792}
{'reward_dist': -0.13717051030465555, 'reward_ctrl': -0.67398502860853471}
{'reward_dist': -0.11245721715847257, 'reward_ctrl': -1.4741888617806502}
{'reward_dist': -0.080499649734401713, 'reward_ctrl': -0.94302075651230632}
{'reward_dist': -0.049737208490425205, 'reward_ctrl': -0.29777184464189693}
{'reward_dist': -0.024433640584739388, 'reward_ctrl': -0.92274597876384212}
{'reward_dist': -0.017958103680647396, 'reward_ctrl': -0.14417817711705125}
{'reward_dist': -0.019831262930456967, 'reward_ctrl': -0.42307154097216465}
{'reward_dist': -0.35002340307238505, 'reward_ctrl': -0.50678760365987763}
{'reward_dist': -0.3467743986978053, 'reward_ctrl': -0.14163200175490592}
{'reward_dist': -0.33886042929541116, 'reward_ctrl': -0.58886989500315778}
{'reward_dist': -0.33276033399525651, 'reward_ctrl': -0.65812675068462845}
{'reward_dist': -0.32630464636953199, 'reward_ctrl': -0.67483065619649441}
{'reward_dist': -0.31150421228336772, 'reward_ctrl': -0.50193603359759364}
{'reward_dist': -0.28748543139806143, 'reward_ctrl': -0.68591547188097302}
{'reward_dist': -0.26034703177454527, 'reward_ctrl': -1.1837350453300044}
{'reward_dist': -0.22984647559852706, 'reward_ctrl': -0.17735456254482107}
{'reward_dist': -0.19010629633638992, 'reward_ctrl': -0.26406762076092405}
{'reward_dist': -0.14802510953202788, 'reward_ctrl': -0.79713556221496074}
{'reward_dist': -0.1071650891958903, 'reward_ctrl': -1.4393093151902956}
{'reward_dist': -0.054337841439271638, 'reward_ctrl': -0.02753249351963203}
{'reward_dist': -0.00956921930667088, 'reward_ctrl': -0.18239954388101889}
{'reward_dist': -0.068444954078202364, 'reward_ctrl': -0.7783189208580894}
{'reward_dist': -0.12554885586267725, 'reward_ctrl': -0.2818561734183519}
{'reward_dist': -0.18050239318448402, 'reward_ctrl': -0.4898358540501756}
{'reward_dist': -0.22319575221981647, 'reward_ctrl': -0.98296234249400172}
{'reward_dist': -0.26260807317078377, 'reward_ctrl': -0.86242405608607153}
{'reward_dist': -0.30015202727966306, 'reward_ctrl': -0.68836210134057096}
{'reward_dist': -0.32842388738709449, 'reward_ctrl': -1.1383719002696666}
{'reward_dist': -0.34290889433243377, 'reward_ctrl': -0.12322685623729999}
{'reward_dist': -0.34631243484907748, 'reward_ctrl': -1.2162059239376404}
{'reward_dist': -0.3490059339047607, 'reward_ctrl': -0.74429857195481053}
{'reward_dist': -0.34549655158190917, 'reward_ctrl': -1.0174375122699266}
{'reward_dist': -0.33070117356640299, 'reward_ctrl': -1.0394670199215543}
{'reward_dist': -0.30766155781483351, 'reward_ctrl': -0.24839234164513366}
{'reward_dist': -0.27986803821706763, 'reward_ctrl': -0.69107708079603791}
{'reward_dist': -0.24851888097392841, 'reward_ctrl': -1.6229099021915343}
{'reward_dist': -0.226498644622843, 'reward_ctrl': -0.30789019339545493}
{'reward_dist': -0.22049148866814547, 'reward_ctrl': -0.47905321432954401}
{'reward_dist': -0.22275381968090874, 'reward_ctrl': -0.26252322556739222}
{'reward_dist': -0.22214169631134109, 'reward_ctrl': -0.024402694628628999}
{'reward_dist': -0.21855491105911148, 'reward_ctrl': -1.2713090483865019}
{'reward_dist': -0.21191343997457476, 'reward_ctrl': -0.31082081883576673}
{'reward_dist': -0.20546038142087925, 'reward_ctrl': -0.71458604485063182}
{'reward_dist': -0.20460553394612369, 'reward_ctrl': -0.68037033597552166}
{'reward_dist': -0.20445022009679392, 'reward_ctrl': -0.22786700001129204}
{'reward_dist': -0.20069311030192286, 'reward_ctrl': -0.99885699526427141}
{'reward_dist': -0.19476436199248934, 'reward_ctrl': -0.30846397301401401}
{'reward_dist': -0.18509758610241472, 'reward_ctrl': -0.57301804820718194}
{'reward_dist': -0.17673209565159931, 'reward_ctrl': -0.86681178426155026}
{'reward_dist': -0.17386096174004137, 'reward_ctrl': -0.58943182856454734}
{'reward_dist': -0.1740769475888885, 'reward_ctrl': -0.85637687143201369}
{'reward_dist': -0.17303372020307964, 'reward_ctrl': -0.22558735703359306}
{'reward_dist': -0.17108663458440657, 'reward_ctrl': -0.78628637632303955}
{'reward_dist': -0.17100182931867852, 'reward_ctrl': -0.43074489512994507}
{'reward_dist': -0.17691832224536094, 'reward_ctrl': -0.39395379042642031}
{'reward_dist': -0.18613955493761028, 'reward_ctrl': -0.40484482933419114}
{'reward_dist': -0.19299774663715372, 'reward_ctrl': -0.2305318836690928}
{'reward_dist': -0.085399388339006121, 'reward_ctrl': -1.0360981829262408}
{'reward_dist': -0.093955640573094829, 'reward_ctrl': -0.89629850648878995}
{'reward_dist': -0.10416637751441675, 'reward_ctrl': -0.89987118188545456}
{'reward_dist': -0.11271812581605507, 'reward_ctrl': -0.91308303472165675}
{'reward_dist': -0.11893861646053906, 'reward_ctrl': -1.1454833819220838}
{'reward_dist': -0.11009803152932282, 'reward_ctrl': -0.3278690443420279}
{'reward_dist': -0.096939029847006364, 'reward_ctrl': -1.18471997124652}
{'reward_dist': -0.088020789651719986, 'reward_ctrl': -0.86452180873081585}
{'reward_dist': -0.075267515226120685, 'reward_ctrl': -0.63163044275958935}
{'reward_dist': -0.051833310428838611, 'reward_ctrl': -0.42801539147966167}
{'reward_dist': -0.019550155721768218, 'reward_ctrl': -1.0529817780686941}
{'reward_dist': -0.030772412300559368, 'reward_ctrl': -0.70862252014525251}
{'reward_dist': -0.067946566005417389, 'reward_ctrl': -0.68518730103105197}
{'reward_dist': -0.10676374032776743, 'reward_ctrl': -0.77521785918457209}
{'reward_dist': -0.15311980604335029, 'reward_ctrl': -1.3632011294491051}
{'reward_dist': -0.20646856669046701, 'reward_ctrl': -1.6762513012971385}
{'reward_dist': -0.25520047832559523, 'reward_ctrl': -1.0528744769943663}
{'reward_dist': -0.28867263513695574, 'reward_ctrl': -0.74840035232287028}
{'reward_dist': -0.30949629579274024, 'reward_ctrl': -0.19895375960287306}
{'reward_dist': -0.32705193307812447, 'reward_ctrl': -0.74908657522018862}
{'reward_dist': -0.34352002909540658, 'reward_ctrl': -0.88601292414709698}
{'reward_dist': -0.35659324043676521, 'reward_ctrl': -0.54701140104994805}
{'reward_dist': -0.35917944303407912, 'reward_ctrl': -0.74841177968168116}
{'reward_dist': -0.34934795107577687, 'reward_ctrl': -0.20617356314018942}
{'reward_dist': -0.32978007821662642, 'reward_ctrl': -0.69689732625442824}
{'reward_dist': -0.30681431367235373, 'reward_ctrl': -0.096525671788708411}
{'reward_dist': -0.28330015605301206, 'reward_ctrl': -0.68019084112554951}
{'reward_dist': -0.26117732780277531, 'reward_ctrl': -0.045034260872664329}
{'reward_dist': -0.24174904487398011, 'reward_ctrl': -0.80852021184636835}
{'reward_dist': -0.22578998258532687, 'reward_ctrl': -0.95694847703410624}
{'reward_dist': -0.21044450757902131, 'reward_ctrl': -0.062102067780053283}
{'reward_dist': -0.1945026574172127, 'reward_ctrl': -1.7148413143693142}
{'reward_dist': -0.18158878252169777, 'reward_ctrl': -0.63175558292913936}
{'reward_dist': -0.17862992967826824, 'reward_ctrl': -0.99259965724565702}
{'reward_dist': -0.18382100562033968, 'reward_ctrl': -1.0485072942189249}
{'reward_dist': -0.19137850430243894, 'reward_ctrl': -0.46592738557378455}
{'reward_dist': -0.18694522258740207, 'reward_ctrl': -0.87619511559776075}
{'reward_dist': -0.18114349644655928, 'reward_ctrl': -0.96134679652847344}
{'reward_dist': -0.17735960883981569, 'reward_ctrl': -0.85306578417887946}
{'reward_dist': -0.17317922230088251, 'reward_ctrl': -0.05140689214977557}
{'reward_dist': -0.1730608115908939, 'reward_ctrl': -0.94694477453548875}
{'reward_dist': -0.18219491795000098, 'reward_ctrl': -0.3460305926193521}
{'reward_dist': -0.19700922200038873, 'reward_ctrl': -0.034806315763419138}
{'reward_dist': -0.21024266659191568, 'reward_ctrl': -0.86517338689462431}
{'reward_dist': -0.21666854891895126, 'reward_ctrl': -0.098884281659677081}
{'reward_dist': -0.21507018430740443, 'reward_ctrl': -0.98590031490443719}
{'reward_dist': -0.2139650303052249, 'reward_ctrl': -0.42192097184468402}
{'reward_dist': -0.21570913372440498, 'reward_ctrl': -0.11913688931151334}
{'reward_dist': -0.21675092565804174, 'reward_ctrl': -0.36506206764039423}
{'reward_dist': -0.21525441901449754, 'reward_ctrl': -0.48571568795264586}
{'reward_dist': -0.13779474083066318, 'reward_ctrl': -0.77341145381625986}
{'reward_dist': -0.13460100736592848, 'reward_ctrl': -0.33827146014980536}
{'reward_dist': -0.12330123701581945, 'reward_ctrl': -1.058485643820148}
{'reward_dist': -0.10209577962008019, 'reward_ctrl': -0.61928947167947235}
{'reward_dist': -0.082788244571612379, 'reward_ctrl': -0.49818807961555667}
{'reward_dist': -0.072204715581912535, 'reward_ctrl': -0.33253165247289362}
{'reward_dist': -0.05866053583579503, 'reward_ctrl': -0.8453798904984724}
{'reward_dist': -0.042343082002929813, 'reward_ctrl': -0.83782605343103478}
{'reward_dist': -0.022610750540886456, 'reward_ctrl': -0.089250766626933292}
{'reward_dist': -0.021879583672404623, 'reward_ctrl': -0.37032043987199526}
{'reward_dist': -0.047071040270861328, 'reward_ctrl': -0.52154248504726664}
{'reward_dist': -0.063737711743732134, 'reward_ctrl': -1.1599673158163715}
{'reward_dist': -0.084013843692237022, 'reward_ctrl': -0.076374904269187305}
{'reward_dist': -0.11121201236527353, 'reward_ctrl': -1.0794651750957058}
{'reward_dist': -0.14013248337863299, 'reward_ctrl': -0.80535453935551893}
{'reward_dist': -0.16899967905658939, 'reward_ctrl': -0.42471074396413705}
{'reward_dist': -0.18973587556109642, 'reward_ctrl': -0.1314554395697059}
{'reward_dist': -0.20848874680625659, 'reward_ctrl': -1.5202156745752951}
{'reward_dist': -0.23719692339283791, 'reward_ctrl': -0.28336662111437505}
{'reward_dist': -0.27407202238090611, 'reward_ctrl': -1.0224723758859975}
{'reward_dist': -0.30927003211910797, 'reward_ctrl': -0.1356976904978538}
{'reward_dist': -0.3399537341839779, 'reward_ctrl': -1.3092311197842559}
{'reward_dist': -0.36458159070655005, 'reward_ctrl': -0.15770011988774663}
{'reward_dist': -0.38185754274189315, 'reward_ctrl': -0.57351334928006659}
{'reward_dist': -0.3926301014425817, 'reward_ctrl': -0.99885391302946969}
{'reward_dist': -0.39574105902138534, 'reward_ctrl': -1.0195991920081322}
{'reward_dist': -0.39190347076714382, 'reward_ctrl': -1.0889936183327464}
{'reward_dist': -0.37699066500112072, 'reward_ctrl': -0.34711548641636059}
{'reward_dist': -0.34616360193957674, 'reward_ctrl': -0.94883513910287931}
{'reward_dist': -0.29688432422133904, 'reward_ctrl': -0.94562348834511445}
{'reward_dist': -0.23333192989353052, 'reward_ctrl': -0.67435086482547546}
{'reward_dist': -0.16033806014892335, 'reward_ctrl': -0.39197511973327592}
{'reward_dist': -0.083003003629449651, 'reward_ctrl': -0.73246340032648105}
{'reward_dist': -0.017303723214546478, 'reward_ctrl': -0.69846723914236064}
{'reward_dist': -0.04153911928889014, 'reward_ctrl': -0.263381508253477}
{'reward_dist': -0.082251958489986926, 'reward_ctrl': -0.91566783296978072}
{'reward_dist': -0.11905458407842981, 'reward_ctrl': -1.308644605869461}
{'reward_dist': -0.15779828397240991, 'reward_ctrl': -1.2903938945948155}
{'reward_dist': -0.19764427361527409, 'reward_ctrl': -0.45205942256815457}
{'reward_dist': -0.23431520197977393, 'reward_ctrl': -0.30879752838283492}
{'reward_dist': -0.26516681996322145, 'reward_ctrl': -0.39967406235535452}
{'reward_dist': -0.28993122674558469, 'reward_ctrl': -0.97594836206937807}
{'reward_dist': -0.30888684581159565, 'reward_ctrl': -0.36984007936509489}
{'reward_dist': -0.31802393841941856, 'reward_ctrl': -0.22062494917182518}
{'reward_dist': -0.31528590507212823, 'reward_ctrl': -0.071336697009662497}
{'reward_dist': -0.30522055567071149, 'reward_ctrl': -0.63109110558209636}
{'reward_dist': -0.29059762005299544, 'reward_ctrl': -1.2579286660424227}
{'reward_dist': -0.27124611714923574, 'reward_ctrl': -0.77804257732219195}
{'reward_dist': -0.25023336138070051, 'reward_ctrl': -0.66188706119267626}
{'reward_dist': -0.2347489704857903, 'reward_ctrl': -0.50703681269423884}
{'reward_dist': -0.37552419693436068, 'reward_ctrl': -0.57191844770116584}
{'reward_dist': -0.37378016167550693, 'reward_ctrl': -0.64119611449631086}
{'reward_dist': -0.3729086896221353, 'reward_ctrl': -0.80260358163722967}
{'reward_dist': -0.37251598554206783, 'reward_ctrl': -0.71132295750828378}
{'reward_dist': -0.37194034496403228, 'reward_ctrl': -0.0063135528006795748}
{'reward_dist': -0.37256046900431417, 'reward_ctrl': -1.2170108540395113}
{'reward_dist': -0.37476405605514979, 'reward_ctrl': -0.12855962324912029}
{'reward_dist': -0.37712490122717396, 'reward_ctrl': -0.4847007570739531}
{'reward_dist': -0.37801348779565341, 'reward_ctrl': -0.67175590922695338}
{'reward_dist': -0.375764922812441, 'reward_ctrl': -0.56414089625743957}
{'reward_dist': -0.3711805370932455, 'reward_ctrl': -0.9931429109971377}
{'reward_dist': -0.36410281256455818, 'reward_ctrl': -1.3859762254346295}
{'reward_dist': -0.3526198288766248, 'reward_ctrl': -0.74188469402626389}
{'reward_dist': -0.3323622456740119, 'reward_ctrl': -0.39334128971229593}
{'reward_dist': -0.30305929606096937, 'reward_ctrl': -0.24727001623531497}
{'reward_dist': -0.26637577715729649, 'reward_ctrl': -1.2608767140235875}
{'reward_dist': -0.22935229454722586, 'reward_ctrl': -0.31309219489907425}
{'reward_dist': -0.19838382825320947, 'reward_ctrl': -0.38354722993678037}
{'reward_dist': -0.17766909965748562, 'reward_ctrl': -0.47269003742000532}
{'reward_dist': -0.17688562580360201, 'reward_ctrl': -0.74888743052479145}
{'reward_dist': -0.1822558300819673, 'reward_ctrl': -0.96673620489351664}
{'reward_dist': -0.18234976648714329, 'reward_ctrl': -0.39728502291340301}
{'reward_dist': -0.1820521618399765, 'reward_ctrl': -0.18176972655066828}
{'reward_dist': -0.18091884201412156, 'reward_ctrl': -0.16557802928396076}
{'reward_dist': -0.17965241402414517, 'reward_ctrl': -0.45886079792430201}
{'reward_dist': -0.18141494423607929, 'reward_ctrl': -0.96616925836415213}
{'reward_dist': -0.1931280341680591, 'reward_ctrl': -1.7011637653146789}
{'reward_dist': -0.21228743629974403, 'reward_ctrl': -1.3006888003845722}
{'reward_dist': -0.23848397878745059, 'reward_ctrl': -0.48062044151862221}
{'reward_dist': -0.27152379773142304, 'reward_ctrl': -0.82551614839039089}
{'reward_dist': -0.30595547589808481, 'reward_ctrl': -0.013371424983982617}
{'reward_dist': -0.33607149750679588, 'reward_ctrl': -0.1848249236627533}
{'reward_dist': -0.35623812509408648, 'reward_ctrl': -0.38771123784005618}
{'reward_dist': -0.3679066254801483, 'reward_ctrl': -0.16176543687992634}
{'reward_dist': -0.37237918110433593, 'reward_ctrl': -0.35368341487113619}
{'reward_dist': -0.3660383301355119, 'reward_ctrl': -0.33082156919126204}
{'reward_dist': -0.34554704016176635, 'reward_ctrl': -0.88031536013659462}
{'reward_dist': -0.31030101686775358, 'reward_ctrl': -0.76969043724897879}
{'reward_dist': -0.25776759325513765, 'reward_ctrl': -0.87359189120432146}
{'reward_dist': -0.18487084659460748, 'reward_ctrl': -0.17556244326303361}
{'reward_dist': -0.096117478624040659, 'reward_ctrl': -0.94095834151770597}
{'reward_dist': -0.016326526336701324, 'reward_ctrl': -0.3533052500738002}
{'reward_dist': -0.10932983258009293, 'reward_ctrl': -1.057246189173809}
{'reward_dist': -0.20489158539287486, 'reward_ctrl': -0.37161543045571599}
{'reward_dist': -0.28933049278934042, 'reward_ctrl': -0.32799246211867089}
{'reward_dist': -0.35184180165622436, 'reward_ctrl': -0.039961352018865054}
{'reward_dist': -0.39141357317564729, 'reward_ctrl': -0.26044919263363175}
{'reward_dist': -0.40520466900797925, 'reward_ctrl': -0.99347768791890023}
{'reward_dist': -0.39475059865456569, 'reward_ctrl': -0.15318640028117653}
{'reward_dist': -0.36799773857025625, 'reward_ctrl': -1.0232239406830195}
{'reward_dist': -0.19092035642452859, 'reward_ctrl': -0.57670035365703631}
{'reward_dist': -0.19509303444938128, 'reward_ctrl': -0.25846110944789574}
{'reward_dist': -0.19867101179282431, 'reward_ctrl': -0.93239745507451066}
{'reward_dist': -0.18973791374841362, 'reward_ctrl': -0.6679504987316246}
{'reward_dist': -0.17739138160228479, 'reward_ctrl': -0.074381821511957089}
{'reward_dist': -0.16708113229022789, 'reward_ctrl': -0.779630392040491}
{'reward_dist': -0.1499197477133388, 'reward_ctrl': -1.2787420960041511}
{'reward_dist': -0.13853736423714846, 'reward_ctrl': -0.73865970225551569}
{'reward_dist': -0.14491227454677647, 'reward_ctrl': -0.08511381972499571}
{'reward_dist': -0.15633096806570013, 'reward_ctrl': -0.28647138321829912}
{'reward_dist': -0.16930664264453782, 'reward_ctrl': -0.010081509457940877}
{'reward_dist': -0.18675625357206732, 'reward_ctrl': -0.37176411342671384}
{'reward_dist': -0.19969318369274877, 'reward_ctrl': -0.71195025977153636}
{'reward_dist': -0.20667644498553839, 'reward_ctrl': -0.42426326781626572}
{'reward_dist': -0.2091151139512904, 'reward_ctrl': -0.42038821812592742}
{'reward_dist': -0.21341019011365361, 'reward_ctrl': -0.44506146342333097}
{'reward_dist': -0.22377821771071504, 'reward_ctrl': -0.97269094299451886}
{'reward_dist': -0.234798923274398, 'reward_ctrl': -0.80118672009226199}
{'reward_dist': -0.23902961491068, 'reward_ctrl': -0.69477005032811934}
{'reward_dist': -0.24244512278412, 'reward_ctrl': -0.1203221613409899}
{'reward_dist': -0.25091173334428329, 'reward_ctrl': -0.80788892105787835}
{'reward_dist': -0.26614590993803355, 'reward_ctrl': -0.53710683270957826}
{'reward_dist': -0.28171384818110634, 'reward_ctrl': -0.80479589901859017}
{'reward_dist': -0.29685779591801198, 'reward_ctrl': -0.83587409015354375}
{'reward_dist': -0.31244234464007753, 'reward_ctrl': -1.4107366462930968}
{'reward_dist': -0.32311962588980292, 'reward_ctrl': -0.70891074092835193}
{'reward_dist': -0.33756380834088973, 'reward_ctrl': -0.023092173747848544}
{'reward_dist': -0.353507309634156, 'reward_ctrl': -1.263865495302853}
{'reward_dist': -0.36264851309549473, 'reward_ctrl': -1.3313432029190069}
{'reward_dist': -0.36785695787617834, 'reward_ctrl': -0.6640473406452122}
{'reward_dist': -0.36611535302374121, 'reward_ctrl': -0.52351954211844987}
{'reward_dist': -0.35695799192361416, 'reward_ctrl': -0.36949602677530019}
{'reward_dist': -0.34125277529187997, 'reward_ctrl': -0.14457166665734006}
{'reward_dist': -0.3153667139773455, 'reward_ctrl': -0.27423211153922955}
{'reward_dist': -0.28240281363560471, 'reward_ctrl': -0.48246501322212543}
{'reward_dist': -0.25270814436923478, 'reward_ctrl': -1.0507540442091075}
{'reward_dist': -0.25349648723469276, 'reward_ctrl': -0.24442090644437164}
{'reward_dist': -0.25844239442915551, 'reward_ctrl': -0.53971178752638282}
{'reward_dist': -0.26136017528898181, 'reward_ctrl': -0.4110227197023022}
{'reward_dist': -0.26253146271650513, 'reward_ctrl': -0.60727448905309689}
{'reward_dist': -0.26322689633073698, 'reward_ctrl': -0.64223811186411806}
{'reward_dist': -0.26203868457588869, 'reward_ctrl': -0.65164187701347154}
{'reward_dist': -0.25923428073526705, 'reward_ctrl': -0.071090138281855508}
{'reward_dist': -0.25724824861814116, 'reward_ctrl': -0.61386012940845169}
{'reward_dist': -0.25660275425436024, 'reward_ctrl': -1.1689480412558613}
{'reward_dist': -0.25407093347502441, 'reward_ctrl': -0.40213567695196378}
{'reward_dist': -0.2518708106269153, 'reward_ctrl': -1.1647327018361957}
{'reward_dist': -0.25207860239614927, 'reward_ctrl': -0.30201387038574756}
{'reward_dist': -0.25365334800342532, 'reward_ctrl': -1.1330329416503613}
{'reward_dist': -0.2567360774414208, 'reward_ctrl': -0.52131669819237758}
{'reward_dist': -0.40610399596305985, 'reward_ctrl': -0.21355424940230736}
{'reward_dist': -0.40705854957310511, 'reward_ctrl': -1.3735165401654246}
{'reward_dist': -0.41208382205777799, 'reward_ctrl': -1.4606745383858986}
{'reward_dist': -0.41615077249646498, 'reward_ctrl': -1.0783323448273936}
{'reward_dist': -0.41748732548689904, 'reward_ctrl': -0.2338865299701722}
{'reward_dist': -0.41981873280945342, 'reward_ctrl': -1.127335956621629}
{'reward_dist': -0.42325377468508607, 'reward_ctrl': -1.0677940392262857}
{'reward_dist': -0.42535602272859679, 'reward_ctrl': -0.27403561587259317}
{'reward_dist': -0.42562061388986577, 'reward_ctrl': -0.67018902814675274}
{'reward_dist': -0.42670616773890002, 'reward_ctrl': -0.57910329885881029}
{'reward_dist': -0.42887676935690516, 'reward_ctrl': -0.40521804929956984}
{'reward_dist': -0.43001648594559766, 'reward_ctrl': -0.31662702132660964}
{'reward_dist': -0.43053678454145944, 'reward_ctrl': -0.4628575425090582}
{'reward_dist': -0.43058517903722454, 'reward_ctrl': -0.1831880288281296}
{'reward_dist': -0.42993222798642178, 'reward_ctrl': -1.1550080713410567}
{'reward_dist': -0.42904133560539237, 'reward_ctrl': -1.0128083767813354}
{'reward_dist': -0.42739584111693291, 'reward_ctrl': -0.46437499999535048}
{'reward_dist': -0.42429892501563216, 'reward_ctrl': -1.3176250471543489}
{'reward_dist': -0.42093442141435533, 'reward_ctrl': -1.2116005108808221}
{'reward_dist': -0.41726593270280576, 'reward_ctrl': -0.60611247097262344}
{'reward_dist': -0.41130488427886674, 'reward_ctrl': -0.54252893919552914}
{'reward_dist': -0.40501628042672189, 'reward_ctrl': -0.64220078744604137}
{'reward_dist': -0.40010202663180744, 'reward_ctrl': -0.50732884124456823}
{'reward_dist': -0.39674243877780918, 'reward_ctrl': -0.8917738152068414}
{'reward_dist': -0.39259106783118941, 'reward_ctrl': -0.18487089414413999}
{'reward_dist': -0.38493162769940342, 'reward_ctrl': -1.0582042512245922}
{'reward_dist': -0.37708277786508082, 'reward_ctrl': -0.70677508622870533}
{'reward_dist': -0.37017096634362573, 'reward_ctrl': -0.060599701799559133}
{'reward_dist': -0.36368623820236512, 'reward_ctrl': -1.0641325924058636}
{'reward_dist': -0.35662614144493809, 'reward_ctrl': -1.1449421788758152}
{'reward_dist': -0.3453723852012402, 'reward_ctrl': -0.19488701687949533}
{'reward_dist': -0.32847784628034649, 'reward_ctrl': -0.88686927254782144}
