{'reward_ctrl': -0.19475688626170531, 'reward_dist': -0.30473280942001846}
{'reward_ctrl': -0.84286192169587304, 'reward_dist': -0.22388488531546796}
{'reward_ctrl': -1.1448692735726085, 'reward_dist': -0.22320406562299253}
{'reward_ctrl': -1.4378541822518949, 'reward_dist': -0.21933859234369921}
{'reward_ctrl': -0.5659653549260989, 'reward_dist': -0.21010540537079567}
{'reward_ctrl': -0.72474238390440471, 'reward_dist': -0.1966270354678919}
{'reward_ctrl': -1.626982067571189, 'reward_dist': -0.18289141675272391}
{'reward_ctrl': -1.6798124765015627, 'reward_dist': -0.1724783179740102}
{'reward_ctrl': -0.26860433802119199, 'reward_dist': -0.16337954407255259}
{'reward_ctrl': -0.14916895192406465, 'reward_dist': -0.14938002450836216}
{'reward_ctrl': -0.49211124136677731, 'reward_dist': -0.13109305653217471}
{'reward_ctrl': -0.95957719081948689, 'reward_dist': -0.10880896249492499}
{'reward_ctrl': -0.9957924140351353, 'reward_dist': -0.088699895577129512}
{'reward_ctrl': -0.59732772133107748, 'reward_dist': -0.070041132747797982}
{'reward_ctrl': -0.52965992747505575, 'reward_dist': -0.051637751521370172}
{'reward_ctrl': -0.26963678955320491, 'reward_dist': -0.038851706678742798}
{'reward_ctrl': -0.73279827953365906, 'reward_dist': -0.035377553367713421}
{'reward_ctrl': -0.53822458602288226, 'reward_dist': -0.039615464496854887}
{'reward_ctrl': -1.2130456192184282, 'reward_dist': -0.043980652644554002}
{'reward_ctrl': -0.26521097649233338, 'reward_dist': -0.051211888027063751}
{'reward_ctrl': -0.80787746056858412, 'reward_dist': -0.060592495122560257}
{'reward_ctrl': -1.3725883559698788, 'reward_dist': -0.068521195292465448}
{'reward_ctrl': -0.6465311712531856, 'reward_dist': -0.074181095963200605}
{'reward_ctrl': -0.97645670996814538, 'reward_dist': -0.073095001712639815}
{'reward_ctrl': -0.64630875858586245, 'reward_dist': -0.069688359478838613}
{'reward_ctrl': -1.1513911806771269, 'reward_dist': -0.066271569299348423}
{'reward_ctrl': -0.91981026927152665, 'reward_dist': -0.058783189658544135}
{'reward_ctrl': -0.047112040809236297, 'reward_dist': -0.052727873999807107}
{'reward_ctrl': -1.4060848493721694, 'reward_dist': -0.053347478124998099}
{'reward_ctrl': -1.4453896064737273, 'reward_dist': -0.054183096197619671}
{'reward_ctrl': -1.0225832163303159, 'reward_dist': -0.057214239306272008}
{'reward_ctrl': -0.45019806244972221, 'reward_dist': -0.065215891472201651}
{'reward_ctrl': -0.28873579798592075, 'reward_dist': -0.078146026493082013}
{'reward_ctrl': -0.85280490070315706, 'reward_dist': -0.092083720431917995}
{'reward_ctrl': -0.40650097574164934, 'reward_dist': -0.10361020112376569}
{'reward_ctrl': -0.8980253233495229, 'reward_dist': -0.11607185551153865}
{'reward_ctrl': -0.90963984891233574, 'reward_dist': -0.13341428026055421}
{'reward_ctrl': -0.17138226659334332, 'reward_dist': -0.1497570968403695}
{'reward_ctrl': -0.44021914650628075, 'reward_dist': -0.16326288633814756}
{'reward_ctrl': -0.89975331029782712, 'reward_dist': -0.178189567347251}
{'reward_ctrl': -0.31565810000287192, 'reward_dist': -0.19015067156074028}
{'reward_ctrl': -0.69970407642682519, 'reward_dist': -0.19843052883244311}
{'reward_ctrl': -0.75760956770257737, 'reward_dist': -0.20577230780396177}
{'reward_ctrl': -0.96537536511977196, 'reward_dist': -0.21329458180647917}
{'reward_ctrl': -0.13296141608876763, 'reward_dist': -0.22223814369661912}
{'reward_ctrl': -0.54910954930534561, 'reward_dist': -0.2291368595809708}
{'reward_ctrl': -0.096813426173678246, 'reward_dist': -0.10860299499879347}
{'reward_ctrl': -0.80480829954260535, 'reward_dist': -0.10878491112078958}
{'reward_ctrl': -0.84648606464858411, 'reward_dist': -0.10336585648296573}
{'reward_ctrl': -1.2105920234213197, 'reward_dist': -0.090887822075197383}
{'reward_ctrl': -0.42003439483213034, 'reward_dist': -0.077068850018148685}
{'reward_ctrl': -0.63657030140153903, 'reward_dist': -0.066599079723723517}
{'reward_ctrl': -0.16740855321288212, 'reward_dist': -0.062479836239203605}
{'reward_ctrl': -0.87567891376181195, 'reward_dist': -0.063213960792458931}
{'reward_ctrl': -0.85970008219697969, 'reward_dist': -0.069820514854385618}
{'reward_ctrl': -0.20993107717935222, 'reward_dist': -0.078689295965829104}
{'reward_ctrl': -0.88136423010585807, 'reward_dist': -0.085256830760273572}
{'reward_ctrl': -0.22799799854739555, 'reward_dist': -0.0871753773113179}
{'reward_ctrl': -1.5080945222146032, 'reward_dist': -0.081466961017599537}
{'reward_ctrl': -1.1822293549790233, 'reward_dist': -0.066948867760473887}
{'reward_ctrl': -1.0394295086393366, 'reward_dist': -0.055590489383652686}
{'reward_ctrl': -0.14575693534606723, 'reward_dist': -0.051063915682577947}
{'reward_ctrl': -1.05436679732967, 'reward_dist': -0.058106897077829775}
{'reward_ctrl': -0.53268206615033964, 'reward_dist': -0.070635467790642129}
{'reward_ctrl': -1.1408695271887164, 'reward_dist': -0.076474947218118705}
{'reward_ctrl': -0.28210481614056049, 'reward_dist': -0.073608557775677541}
{'reward_ctrl': -0.13886718745087337, 'reward_dist': -0.064865715291737486}
{'reward_ctrl': -0.64505469065387244, 'reward_dist': -0.057042299568607284}
{'reward_ctrl': -0.24372450221051017, 'reward_dist': -0.052507140030663403}
{'reward_ctrl': -0.013574046999731113, 'reward_dist': -0.049770473828282563}
{'reward_ctrl': -0.47402050886210045, 'reward_dist': -0.049763856657533967}
{'reward_ctrl': -0.27878823977259398, 'reward_dist': -0.05610417571725209}
{'reward_ctrl': -0.98161712952300562, 'reward_dist': -0.073764940408273652}
{'reward_ctrl': -0.33562354218504936, 'reward_dist': -0.093602329792538366}
{'reward_ctrl': -0.27766535297943057, 'reward_dist': -0.10614065445960329}
{'reward_ctrl': -0.10755442144801348, 'reward_dist': -0.11324477573741913}
{'reward_ctrl': -0.75546647783666021, 'reward_dist': -0.11961358126455007}
{'reward_ctrl': -0.59291737731117311, 'reward_dist': -0.13101455354993113}
{'reward_ctrl': -0.37009428563045976, 'reward_dist': -0.14219947766664814}
{'reward_ctrl': -0.35425694752198839, 'reward_dist': -0.14575594402148706}
{'reward_ctrl': -0.27865854938333112, 'reward_dist': -0.14207880890804017}
{'reward_ctrl': -0.68671288606387315, 'reward_dist': -0.13274867471729032}
{'reward_ctrl': -0.25261686153115365, 'reward_dist': -0.12585602987197847}
{'reward_ctrl': -0.66990486193041288, 'reward_dist': -0.125796912567429}
{'reward_ctrl': -0.90518689960448473, 'reward_dist': -0.12317328183296788}
{'reward_ctrl': -0.54592244776117949, 'reward_dist': -0.12255736779033988}
{'reward_ctrl': -0.71812256633509097, 'reward_dist': -0.12737910732865013}
{'reward_ctrl': -0.71392599324060368, 'reward_dist': -0.12895904705150715}
{'reward_ctrl': -0.81626973764219324, 'reward_dist': -0.12504975036355329}
{'reward_ctrl': -0.92167356627714059, 'reward_dist': -0.12191179344927375}
{'reward_ctrl': -0.71706575267509132, 'reward_dist': -0.12706843402944545}
{'reward_ctrl': -0.81876111722172751, 'reward_dist': -0.13132424754405345}
{'reward_ctrl': -1.0232879699702293, 'reward_dist': -0.12554520656864329}
{'reward_ctrl': -0.56805034536134336, 'reward_dist': -0.11130423960412358}
{'reward_ctrl': -0.48259097787031668, 'reward_dist': -0.091000447065936504}
{'reward_ctrl': -0.75678608740131137, 'reward_dist': -0.064590048685490634}
{'reward_ctrl': -0.67976337019432054, 'reward_dist': -0.076656714609131343}
{'reward_ctrl': -1.2444888861763301, 'reward_dist': -0.077432168444993538}
{'reward_ctrl': -0.15260085536349968, 'reward_dist': -0.078654467284869106}
{'reward_ctrl': -0.069016352614026902, 'reward_dist': -0.077788169823896663}
{'reward_ctrl': -1.337313054578964, 'reward_dist': -0.073969615603812822}
{'reward_ctrl': -0.38292831214450529, 'reward_dist': -0.06749423162252817}
{'reward_ctrl': -0.82214180637371603, 'reward_dist': -0.061070131565868914}
{'reward_ctrl': -0.50166099154811061, 'reward_dist': -0.054617164684543348}
{'reward_ctrl': -0.85514155098995037, 'reward_dist': -0.048535326999227212}
{'reward_ctrl': -0.62791223762058568, 'reward_dist': -0.044041721607718534}
{'reward_ctrl': -0.96306470631416086, 'reward_dist': -0.041732524206667093}
{'reward_ctrl': -0.79093057352794516, 'reward_dist': -0.035565315700283658}
{'reward_ctrl': -0.37252210120430873, 'reward_dist': -0.026717177590550253}
{'reward_ctrl': -0.11646485340682873, 'reward_dist': -0.022359906595148273}
{'reward_ctrl': -1.3075608766008187, 'reward_dist': -0.023695872181074808}
{'reward_ctrl': -0.50990821415474374, 'reward_dist': -0.036928347622491628}
{'reward_ctrl': -0.68379130757667572, 'reward_dist': -0.06290233110222769}
{'reward_ctrl': -0.70850966699305928, 'reward_dist': -0.087127948009080705}
{'reward_ctrl': -0.72711411237343559, 'reward_dist': -0.10621248428139185}
{'reward_ctrl': -1.443180296443547, 'reward_dist': -0.12014840966580737}
{'reward_ctrl': -1.0626902427892664, 'reward_dist': -0.12638267388987484}
{'reward_ctrl': -0.8296529608971307, 'reward_dist': -0.13181559221539307}
{'reward_ctrl': -1.3545665079535596, 'reward_dist': -0.14201049562303009}
{'reward_ctrl': -0.60012679296087013, 'reward_dist': -0.14871916300656754}
{'reward_ctrl': -0.55954173968809795, 'reward_dist': -0.14712638905565281}
{'reward_ctrl': -0.040476589137198343, 'reward_dist': -0.14158608540569043}
{'reward_ctrl': -0.21446143957525024, 'reward_dist': -0.13523398152815397}
{'reward_ctrl': -0.67868807106660345, 'reward_dist': -0.13299301474068564}
{'reward_ctrl': -0.19969282347456027, 'reward_dist': -0.13341847581702357}
{'reward_ctrl': -0.92344012378692153, 'reward_dist': -0.13694699794206366}
{'reward_ctrl': -0.60041977939107116, 'reward_dist': -0.1411393006055604}
{'reward_ctrl': -1.121469805956594, 'reward_dist': -0.14762178159467099}
{'reward_ctrl': -0.4198720894798848, 'reward_dist': -0.16138622510253867}
{'reward_ctrl': -1.0782778660923236, 'reward_dist': -0.17940679743472537}
{'reward_ctrl': -0.053692783309935314, 'reward_dist': -0.19153551554591425}
{'reward_ctrl': -0.52368750716033896, 'reward_dist': -0.19747981839318515}
{'reward_ctrl': -0.46149907204550006, 'reward_dist': -0.20241142940009066}
{'reward_ctrl': -0.42972841026743513, 'reward_dist': -0.20909443697193056}
{'reward_ctrl': -0.048231808611557708, 'reward_dist': -0.21694218581165226}
{'reward_ctrl': -0.28054802731878747, 'reward_dist': -0.22242752090291551}
{'reward_ctrl': -0.73116197489720702, 'reward_dist': -0.22319921665723616}
{'reward_ctrl': -0.49085306602278966, 'reward_dist': -0.21523985455354092}
{'reward_ctrl': -0.21686223412288527, 'reward_dist': -0.19351361127104208}
{'reward_ctrl': -0.68559479140715074, 'reward_dist': -0.16367278231127538}
{'reward_ctrl': -1.6367948787707594, 'reward_dist': -0.12700021481739954}
{'reward_ctrl': -0.356179377184279, 'reward_dist': -0.079475802808423451}
{'reward_ctrl': -0.77077026471663845, 'reward_dist': -0.060737160026333815}
{'reward_ctrl': -0.47926697851589684, 'reward_dist': -0.11068641646471185}
{'reward_ctrl': -0.88514005982281774, 'reward_dist': -0.16634974883634943}
{'reward_ctrl': -0.065676735108637335, 'reward_dist': -0.20929115577670848}
{'reward_ctrl': -0.58534124661598841, 'reward_dist': -0.34579441025662438}
{'reward_ctrl': -0.44162264110029381, 'reward_dist': -0.34548738422797048}
{'reward_ctrl': -1.0987649614997776, 'reward_dist': -0.34414399212689079}
{'reward_ctrl': -0.49656767251260264, 'reward_dist': -0.34250368132864917}
{'reward_ctrl': -0.22863237926559368, 'reward_dist': -0.34188613112640903}
{'reward_ctrl': -0.12114035964970604, 'reward_dist': -0.34159846769142954}
{'reward_ctrl': -0.57460320713763113, 'reward_dist': -0.34116175731097631}
{'reward_ctrl': -0.035065473770625306, 'reward_dist': -0.34146528110464269}
{'reward_ctrl': -0.07190575689543327, 'reward_dist': -0.3423053673558526}
{'reward_ctrl': -1.0252786541437411, 'reward_dist': -0.34261629531006166}
{'reward_ctrl': -0.88833233366806252, 'reward_dist': -0.3413321532148903}
{'reward_ctrl': -0.82736688776951117, 'reward_dist': -0.33792773377730118}
{'reward_ctrl': -1.1629744306170027, 'reward_dist': -0.33157813604751263}
{'reward_ctrl': -0.50296280019976125, 'reward_dist': -0.32395283693054511}
{'reward_ctrl': -0.43842173478840707, 'reward_dist': -0.31468752739231642}
{'reward_ctrl': -0.33381309057806502, 'reward_dist': -0.30094124891165802}
{'reward_ctrl': -1.0059434129798603, 'reward_dist': -0.28228363009763668}
{'reward_ctrl': -1.3273570429822088, 'reward_dist': -0.26375302786340837}
{'reward_ctrl': -0.87570146477812472, 'reward_dist': -0.24331129057173603}
{'reward_ctrl': -0.40381061837365073, 'reward_dist': -0.21962843218059921}
{'reward_ctrl': -1.7926184137884882, 'reward_dist': -0.20242416493330928}
{'reward_ctrl': -1.3060375276963843, 'reward_dist': -0.18101552743730143}
{'reward_ctrl': -0.71895882210312334, 'reward_dist': -0.15908196190430759}
{'reward_ctrl': -0.76709206115362427, 'reward_dist': -0.14370100289651316}
{'reward_ctrl': -1.7153880453328763, 'reward_dist': -0.13242259635495365}
{'reward_ctrl': -1.2302122196217919, 'reward_dist': -0.12536290072364895}
{'reward_ctrl': -0.9657704358764363, 'reward_dist': -0.12033887666410047}
{'reward_ctrl': -0.96684368272237953, 'reward_dist': -0.12125642396299606}
{'reward_ctrl': -0.3060805573284342, 'reward_dist': -0.12575598254960824}
{'reward_ctrl': -0.57363695385908042, 'reward_dist': -0.12702536484353324}
{'reward_ctrl': -0.56296566313678542, 'reward_dist': -0.13007568402160746}
{'reward_ctrl': -1.8322723020512237, 'reward_dist': -0.13599858887439317}
{'reward_ctrl': -1.2273906106643773, 'reward_dist': -0.14905315008945696}
{'reward_ctrl': -1.7141600293367385, 'reward_dist': -0.17148456530288078}
{'reward_ctrl': -1.6433060232458088, 'reward_dist': -0.19016341905729348}
{'reward_ctrl': -0.51100057101056673, 'reward_dist': -0.20331646077788237}
{'reward_ctrl': -0.51934987045091541, 'reward_dist': -0.2113887028238447}
{'reward_ctrl': -0.36699816962307724, 'reward_dist': -0.21259876388193455}
{'reward_ctrl': -0.088994924116899576, 'reward_dist': -0.20463805200847127}
{'reward_ctrl': -0.44802028810371231, 'reward_dist': -0.18405727399772573}
{'reward_ctrl': -1.6333549708946071, 'reward_dist': -0.14918566244700832}
{'reward_ctrl': -0.84454462299316568, 'reward_dist': -0.10997699237222106}
{'reward_ctrl': -0.10354756283343679, 'reward_dist': -0.081441726842520518}
{'reward_ctrl': -0.72437943828790363, 'reward_dist': -0.065904565740433116}
{'reward_ctrl': -0.77001468154877084, 'reward_dist': -0.067934895728916617}
{'reward_ctrl': -1.0055628837701935, 'reward_dist': -0.097139173831717607}
{'reward_ctrl': -0.57910524453145862, 'reward_dist': -0.13795629319390287}
{'reward_ctrl': -0.73410292098391483, 'reward_dist': -0.17554223769412336}
{'reward_ctrl': -0.89057711229460934, 'reward_dist': -0.21330182904153372}
{'reward_ctrl': -0.18143051762649509, 'reward_dist': -0.24903207841694625}
{'reward_ctrl': -0.83973329827979526, 'reward_dist': -0.1131540639337749}
{'reward_ctrl': -0.71650686566900557, 'reward_dist': -0.11560452210637633}
{'reward_ctrl': -0.39543025170908619, 'reward_dist': -0.11935292195777385}
{'reward_ctrl': -0.42119301160191841, 'reward_dist': -0.12205402163945801}
{'reward_ctrl': -0.14253011753145273, 'reward_dist': -0.1228905547615983}
{'reward_ctrl': -0.59386771161477026, 'reward_dist': -0.12258374112609817}
{'reward_ctrl': -0.87106421424068214, 'reward_dist': -0.12321317670266789}
{'reward_ctrl': -1.3057692490146819, 'reward_dist': -0.12088168809101309}
{'reward_ctrl': -0.44766831424460901, 'reward_dist': -0.11406886456145482}
{'reward_ctrl': -1.2345290076518174, 'reward_dist': -0.10703192473156366}
{'reward_ctrl': -0.056462667961507632, 'reward_dist': -0.10266272790552319}
{'reward_ctrl': -0.67117821942526734, 'reward_dist': -0.099376681366530134}
{'reward_ctrl': -0.96975860557982052, 'reward_dist': -0.093412280936030809}
{'reward_ctrl': -0.17798248769393787, 'reward_dist': -0.085485436612243837}
{'reward_ctrl': -0.14647337573833166, 'reward_dist': -0.077769585443860839}
{'reward_ctrl': -1.210039967777182, 'reward_dist': -0.06918071285971511}
{'reward_ctrl': -0.085928294440629771, 'reward_dist': -0.063730016842741044}
{'reward_ctrl': -0.28359578562333376, 'reward_dist': -0.067670736604418885}
{'reward_ctrl': -1.4120826139702736, 'reward_dist': -0.076931883887207564}
{'reward_ctrl': -0.7262534971600445, 'reward_dist': -0.094801825733269396}
{'reward_ctrl': -0.91993439375416353, 'reward_dist': -0.11662957116991722}
{'reward_ctrl': -0.30569657266548589, 'reward_dist': -0.13719005718781874}
{'reward_ctrl': -0.83489351519625465, 'reward_dist': -0.15651160960970387}
{'reward_ctrl': -1.1134623796801608, 'reward_dist': -0.17476264755875207}
{'reward_ctrl': -0.08880375855517976, 'reward_dist': -0.19652668803481241}
{'reward_ctrl': -1.3904440146730916, 'reward_dist': -0.21569634177888239}
{'reward_ctrl': -1.646314661932434, 'reward_dist': -0.22537638448726441}
{'reward_ctrl': -0.66206730100521849, 'reward_dist': -0.2261595132997854}
{'reward_ctrl': -0.42794596089306225, 'reward_dist': -0.22066533029523636}
{'reward_ctrl': -0.30196045404315014, 'reward_dist': -0.21023842294038478}
{'reward_ctrl': -0.85541886853940219, 'reward_dist': -0.19483144111617121}
{'reward_ctrl': -1.0153005585973185, 'reward_dist': -0.17443584734804313}
{'reward_ctrl': -0.31591036151382901, 'reward_dist': -0.15550309506165819}
{'reward_ctrl': -1.1060317373652833, 'reward_dist': -0.13858494183168618}
{'reward_ctrl': -0.23704544885983053, 'reward_dist': -0.12374639511821503}
{'reward_ctrl': -1.3448064493420602, 'reward_dist': -0.12002970981842712}
{'reward_ctrl': -0.71662665428485439, 'reward_dist': -0.1244444686996595}
{'reward_ctrl': -0.23080911130730253, 'reward_dist': -0.128706040403093}
{'reward_ctrl': -0.1009752721848949, 'reward_dist': -0.12953675989161934}
{'reward_ctrl': -0.27377901364124951, 'reward_dist': -0.12857004402945441}
{'reward_ctrl': -0.39830800850912995, 'reward_dist': -0.12632246721226359}
{'reward_ctrl': -0.56972394497276435, 'reward_dist': -0.12358013108519909}
{'reward_ctrl': -0.12711211151755822, 'reward_dist': -0.11935914500384454}
{'reward_ctrl': -0.68596239069188691, 'reward_dist': -0.11073061451542149}
{'reward_ctrl': -0.56492218302431374, 'reward_dist': -0.098756963003872489}
{'reward_ctrl': -1.0065720868206702, 'reward_dist': -0.083024581606217257}
{'reward_ctrl': -0.7160127882177082, 'reward_dist': -0.061176651221356293}
{'reward_ctrl': -0.98776783275179036, 'reward_dist': -0.039574834719166736}
{'reward_ctrl': -0.24270385010382819, 'reward_dist': -0.024193244470138452}
{'reward_ctrl': -0.71968013939723918, 'reward_dist': -0.028195958812411989}
{'reward_ctrl': -0.9057840378888512, 'reward_dist': -0.21967775138112541}
{'reward_ctrl': -0.1957553570996276, 'reward_dist': -0.22032492608543025}
{'reward_ctrl': -0.39358076011092435, 'reward_dist': -0.22114050003448957}
{'reward_ctrl': -0.042203339042183395, 'reward_dist': -0.22125654383194523}
{'reward_ctrl': -1.0713988004993211, 'reward_dist': -0.22060235173158041}
{'reward_ctrl': -0.88796377872093646, 'reward_dist': -0.21818751206885173}
{'reward_ctrl': -1.1526965587355693, 'reward_dist': -0.2153791380324413}
{'reward_ctrl': -1.0371345837494244, 'reward_dist': -0.21413323417969182}
{'reward_ctrl': -0.67416216796542772, 'reward_dist': -0.21220809589634582}
{'reward_ctrl': -0.23212781507622091, 'reward_dist': -0.20889760065100058}
{'reward_ctrl': -0.70813642791033282, 'reward_dist': -0.20522167517318879}
{'reward_ctrl': -0.73663708523723215, 'reward_dist': -0.20144714431882904}
{'reward_ctrl': -0.96450177757878963, 'reward_dist': -0.19831051780063311}
{'reward_ctrl': -0.1635900306757333, 'reward_dist': -0.19458411584170043}
{'reward_ctrl': -0.89407012872550862, 'reward_dist': -0.18995970216413458}
{'reward_ctrl': -0.095184633470361629, 'reward_dist': -0.18649063615386735}
{'reward_ctrl': -0.15424471831162356, 'reward_dist': -0.18384131360701753}
{'reward_ctrl': -0.25626881778722255, 'reward_dist': -0.18095628189392171}
{'reward_ctrl': -0.92676639030099084, 'reward_dist': -0.17916872262813416}
{'reward_ctrl': -0.43516225671577768, 'reward_dist': -0.17994241303873215}
{'reward_ctrl': -0.22111831364172063, 'reward_dist': -0.18127063442623381}
{'reward_ctrl': -0.57173418861749259, 'reward_dist': -0.18039003248814597}
{'reward_ctrl': -0.75788529208373112, 'reward_dist': -0.17868720886208447}
{'reward_ctrl': -0.30770786967019936, 'reward_dist': -0.17551103612623215}
{'reward_ctrl': -1.1164835960572377, 'reward_dist': -0.17124327673114098}
{'reward_ctrl': -0.56276296075576182, 'reward_dist': -0.16882276644539007}
{'reward_ctrl': -0.94043792343193466, 'reward_dist': -0.16905298618660711}
{'reward_ctrl': -0.83831993208872246, 'reward_dist': -0.17219478228551702}
{'reward_ctrl': -1.1391225888191021, 'reward_dist': -0.17763704356834201}
{'reward_ctrl': -0.93264570633051835, 'reward_dist': -0.18190449261923744}
{'reward_ctrl': -0.034473616370185554, 'reward_dist': -0.1841870169899176}
{'reward_ctrl': -0.8998577953618615, 'reward_dist': -0.18469909888295569}
{'reward_ctrl': -0.60846656660442999, 'reward_dist': -0.18205854426458754}
{'reward_ctrl': -0.4248667560289206, 'reward_dist': -0.17865227839628595}
{'reward_ctrl': -0.011759775417956558, 'reward_dist': -0.17594725810893355}
{'reward_ctrl': -0.27701996751106223, 'reward_dist': -0.17333450958559371}
{'reward_ctrl': -0.95072853933443735, 'reward_dist': -0.16925091669760298}
{'reward_ctrl': -0.62708332359028973, 'reward_dist': -0.16329252795200161}
{'reward_ctrl': -0.69131650161554015, 'reward_dist': -0.15421095620020711}
{'reward_ctrl': -0.96688581457583567, 'reward_dist': -0.1437053604650298}
{'reward_ctrl': -1.4454292174656369, 'reward_dist': -0.13091389587584681}
{'reward_ctrl': -0.81146318065604839, 'reward_dist': -0.11164417774083113}
{'reward_ctrl': -1.0666286067839748, 'reward_dist': -0.090715706908785651}
{'reward_ctrl': -0.40122248199498756, 'reward_dist': -0.074080378886755893}
{'reward_ctrl': -0.41246705489860053, 'reward_dist': -0.058182572162676117}
{'reward_ctrl': -0.61930994885233104, 'reward_dist': -0.037576867485576294}
{'reward_ctrl': -0.47992849017404948, 'reward_dist': -0.022135625610675311}
{'reward_ctrl': -0.88190907720901779, 'reward_dist': -0.022393249968203344}
{'reward_ctrl': -0.36628411129395788, 'reward_dist': -0.025084302673156148}
{'reward_ctrl': -0.076485228830611068, 'reward_dist': -0.026963668385855444}
{'reward_ctrl': -0.072849887453656836, 'reward_dist': -0.35539262468658228}
{'reward_ctrl': -1.7124866880532239, 'reward_dist': -0.35532226621178781}
{'reward_ctrl': -0.77106967464469167, 'reward_dist': -0.35478800941313471}
{'reward_ctrl': -0.60544795611871027, 'reward_dist': -0.35330512463372021}
{'reward_ctrl': -0.275806875229134, 'reward_dist': -0.35135227347012893}
{'reward_ctrl': -1.0007268713155775, 'reward_dist': -0.34894562555986741}
{'reward_ctrl': -1.6689665926523143, 'reward_dist': -0.34381628023631378}
{'reward_ctrl': -0.61341303155263471, 'reward_dist': -0.33386759441154196}
{'reward_ctrl': -0.47940023707884161, 'reward_dist': -0.32123718709514437}
{'reward_ctrl': -0.20169229560095767, 'reward_dist': -0.30839861450960404}
{'reward_ctrl': -0.59540178393349685, 'reward_dist': -0.29421603093191201}
{'reward_ctrl': -0.36036819558618122, 'reward_dist': -0.27895345893544676}
{'reward_ctrl': -0.60602227165947165, 'reward_dist': -0.26048874440703584}
{'reward_ctrl': -0.11481702867766704, 'reward_dist': -0.24165795263395734}
{'reward_ctrl': -0.64867796415559076, 'reward_dist': -0.22734384761949109}
{'reward_ctrl': -1.1507015903930387, 'reward_dist': -0.21665766916199461}
{'reward_ctrl': -0.87522354006105152, 'reward_dist': -0.21275245208753477}
{'reward_ctrl': -0.9230196460890816, 'reward_dist': -0.21519781461766135}
{'reward_ctrl': -1.0014248523732943, 'reward_dist': -0.22388239683757902}
{'reward_ctrl': -0.50347483823327743, 'reward_dist': -0.23357502368883368}
{'reward_ctrl': -0.10297489743406313, 'reward_dist': -0.24111854276729447}
{'reward_ctrl': -0.77827308125697958, 'reward_dist': -0.24750482963261514}
{'reward_ctrl': -1.0478256674263429, 'reward_dist': -0.25363757900644152}
{'reward_ctrl': -0.41659286134719337, 'reward_dist': -0.26187080199042373}
{'reward_ctrl': -0.33639362446441223, 'reward_dist': -0.26585089284065505}
{'reward_ctrl': -0.22418830766550774, 'reward_dist': -0.26405130893360801}
{'reward_ctrl': -0.42409598097253537, 'reward_dist': -0.25659145752896362}
{'reward_ctrl': -0.42721458106925336, 'reward_dist': -0.24090921535184834}
{'reward_ctrl': -0.73370140962736252, 'reward_dist': -0.22056856740519543}
{'reward_ctrl': -0.63064358683535837, 'reward_dist': -0.20100241016677484}
{'reward_ctrl': -0.20361536075378683, 'reward_dist': -0.18203705019582669}
{'reward_ctrl': -0.74861080047347017, 'reward_dist': -0.1621557051869188}
{'reward_ctrl': -0.52674012730734621, 'reward_dist': -0.1467195164824176}
{'reward_ctrl': -0.78104003598750849, 'reward_dist': -0.14303677489301345}
{'reward_ctrl': -1.0913688249440359, 'reward_dist': -0.14546717897140726}
{'reward_ctrl': -0.45390585653228499, 'reward_dist': -0.15295399160836545}
{'reward_ctrl': -0.20227836897743592, 'reward_dist': -0.16273307118732661}
{'reward_ctrl': -1.061993369190386, 'reward_dist': -0.17104782963555873}
{'reward_ctrl': -0.16195248474043281, 'reward_dist': -0.17979954671731113}
{'reward_ctrl': -0.57230647868655449, 'reward_dist': -0.19146885048551365}
{'reward_ctrl': -1.0208744915767825, 'reward_dist': -0.20223234097644072}
{'reward_ctrl': -1.1991168392506404, 'reward_dist': -0.20879990987897842}
{'reward_ctrl': -0.5714524404137229, 'reward_dist': -0.20911590115581719}
{'reward_ctrl': -1.0196156781857657, 'reward_dist': -0.20556716838019212}
{'reward_ctrl': -0.94993764614766163, 'reward_dist': -0.19909753567407923}
{'reward_ctrl': -0.63230256996804346, 'reward_dist': -0.1865378224534007}
{'reward_ctrl': -0.31847606986285565, 'reward_dist': -0.16880399672097288}
{'reward_ctrl': -0.13988640297241092, 'reward_dist': -0.14837512279388984}
{'reward_ctrl': -1.4470484873666152, 'reward_dist': -0.12837743582993766}
{'reward_ctrl': -0.90991028689615849, 'reward_dist': -0.11187919211410312}
{'reward_ctrl': -1.0765255025545697, 'reward_dist': -0.42414544041572277}
{'reward_ctrl': -0.60575590019586467, 'reward_dist': -0.4242656305842567}
{'reward_ctrl': -0.037818032907501214, 'reward_dist': -0.42109533950829214}
{'reward_ctrl': -0.31368284910824518, 'reward_dist': -0.41470411261482676}
{'reward_ctrl': -0.12067253648990733, 'reward_dist': -0.40597753150433807}
{'reward_ctrl': -0.83909357888873815, 'reward_dist': -0.39197498346158566}
{'reward_ctrl': -0.50322482149871528, 'reward_dist': -0.37526193436229144}
{'reward_ctrl': -0.6241898520958824, 'reward_dist': -0.36168470974806821}
{'reward_ctrl': -0.9255151311011347, 'reward_dist': -0.35642870486253853}
{'reward_ctrl': -0.86250224970223344, 'reward_dist': -0.35930124912464195}
{'reward_ctrl': -0.93334340276727279, 'reward_dist': -0.35934425014001431}
{'reward_ctrl': -0.8321778385050429, 'reward_dist': -0.35730032593506167}
{'reward_ctrl': -0.80144136538255051, 'reward_dist': -0.36365136024507283}
